Year,Sex,Name,Count
1974,B,Shafiq,1
1974,B,Shahad,1
1974,B,Shahed,1
1974,B,Shahied,1
1974,B,Shahriar,1
1974,B,Shakel,1
1974,B,Shamim,1
1974,B,Sharon,1
1974,B,Shawn,1
1974,B,Shazad,1
1974,B,Sheamus,1
1974,B,Shehzad,1
1974,B,Sheikh,1
1974,B,Sheldon,1
1974,B,Shibley,1
1974,B,Shirlaw,1
1974,B,Shuan,1
1974,B,Shuyeb,1
1974,B,Siddharta,1
1974,B,Siegfried,1
1974,B,Silas,1
1974,B,Silver,1
1974,B,Simpson,1
1974,B,Sing,1
1974,B,Sion,1
1974,B,Sleem,1
1974,B,Solomon,1
1974,B,Somhairle,1
1974,B,Soumit,1
1974,B,Stacey,1
1974,B,Stachick,1
1974,B,Stephane,1
1974,B,Stevan,1
1974,B,Stevenson,1
1974,B,Stevie,1
1974,B,Stuard,1
1974,B,Sufian,1
1974,B,Suhail,1
1974,B,Sun,1
1974,B,Sunil,1
1974,B,Suoud,1
1974,B,Sven,1
1974,B,Syed,1
1974,B,Tabussam,1
1974,B,Tad,1
1974,B,Tai,1
1974,B,Talal,1
1974,B,Tam,1
1974,B,Tamer,1
1974,B,Tanapant,1
1974,B,Tanvir,1
1974,B,Tarek,1
1974,B,Tariq,1
1974,B,Tarl,1
1974,B,Tarun,1
1974,B,Tegan,1
1974,B,Teginder,1
1974,B,Terrance,1
1974,B,Thabit,1
1974,B,Theo,1
1974,B,Thiseas,1
1974,B,Thor,1
1974,B,Thorfinn,1
1974,B,Tino,1
1974,B,Tjeerd,1
1974,B,Tolulope,1
1974,B,Toshi,1
1974,B,Tracey,1
1974,B,Trebor,1
1974,B,Trent,1
1974,B,Trygve,1
1974,B,Tulsa,1
1974,B,Tyrone,1
1974,B,Umar,1
1974,B,Valentine,1
1974,B,Vikash,1
1974,B,Vilyen,1
1974,B,Wael,1
1974,B,Waheedur,1
1974,B,Waleed,1
1974,B,Wam,1
1974,B,Wanachak,1
1974,B,Warner,1
1974,B,Warrick,1
1974,B,Wasim,1
1974,B,Webster,1
1974,B,Weir,1
1974,B,Welsh,1
1974,B,Weru,1
1974,B,Wesley,1
1974,B,Weston,1
1974,B,Wilbs,1
1974,B,Wilfred,1
1974,B,Willis,1
1974,B,Wing,1
1974,B,Winston,1
1974,B,Wlaoyslaw,1
1974,B,Woon,1
1974,B,Wun,1
1974,B,Xavier,1
1974,B,Yanik,1
1974,B,Yannis,1
1974,B,Yaser,1
1974,B,Yasir,1
1974,B,Yasser,1
1974,B,Yazan,1
1974,B,Yosof,1
1974,B,Younis,1
1974,B,Yuk,1
1974,B,Yun,1
1974,B,Zack,1
1974,B,Zadjil,1
1974,B,Zahid,1
1974,B,Zain,1
1974,B,Zakary,1
1974,B,Zander,1
1974,B,Zeeshan,1
1974,B,Zen,1
1974,B,Zeonard,1
1974,B,Zi,1
1974,B,Ziah,1
1974,B,Zowie,1
1974,G,Nicola,935
1974,G,Karen,825
1974,G,Fiona,793
1974,G,Susan,763
1974,G,Claire,727
